ID,NOM,CARREC,TRACTAMENT,RESP,IDDEP,DEP,IDPARE,CODIDEP,NIF,ORDRE,DATA MODIFICACIO,DATACREACIO,CP,POB,CODI_INE_MUNICIPI,COM,ADRECA,LATITUD,LONGITUD,Georeferència
22137,Àrea Territorial d'Inspecció de Treball (II) de Tarragona,inspector de treball,Sr.,Miguel Àngel Requejo Garcia,19775,Departament d'Empresa i Treball,17935,EMO,,2000,07/03/2022,03/03/2022,,,,,,,,
22136,Àrea Territorial d'Inspecció de Treball (I) de Tarragona,inspector de treball,Sr.,Antonio Jiménez Piquero,19775,Departament d'Empresa i Treball,17935,EMO,,0,03/03/2022,03/03/2022,,,,,,,,
22138,Àrea Territorial d'Inspecció de Treball (III) de Tarragona,inspectora de treball,Sra.,Laura Alonso Casado,19775,Departament d'Empresa i Treball,17935,EMO,,3000,03/03/2022,03/03/2022,,,,,,,,
22139,Àrea Territorial d'Inspecció de Treball (IV) de Tarragona,inspectora de treball,Sra.,Beatriz Maria Garcia Malo,19775,Departament d'Empresa i Treball,17935,EMO,,1000,03/03/2022,03/03/2022,,,,,,,,
17943,Secció d'Atenció Ciutadana i Serveis,cap de la Secció d'Atenció Ciutadana i Serveis,Sra.,Montserrat Mercade Carrillo,19775,Departament d'Empresa i Treball,17938,EMO,,100000,23/09/2022,17/01/2011,08025,Barcelona,08019,Barcelonès,Travessera de Gràcia 303-311,41.406280146,2.16549219,POINT (2.16549219 41.406280146)
20337,Ple de la Comissió Nacional per a una Intervenció Coordinada contra la Violència Masclista,,,,21647,Departament d'Igualtat i Feminismes,17946,GAP,,100000,02/06/2021,02/06/2021,08001,Barcelona,08019,Barcelonès,Pere Coromines 1,41.377352472,2.171682613,POINT (2.171682613 41.377352472)
21287,Casal Cívic i Comunitari Salt,,,,19774,Departament de Drets Socials,17947,BEF,,2295250,17/07/2023,22/12/2021,17190,Salt,17155,Gironès,Diputació 2,41.975695923,2.790785548,
6151,Casal Cívic i Comunitari Cardona,,,,19774,Departament de Drets Socials,17947,BEF,,681000,05/07/2023,19/06/1997,08261,Cardona,08047,Bages,Pau Casals s/n,41.912957647,1.67753854,
6159,Casal Cívic i Comunitari Berga,,,,19774,Departament de Drets Socials,17947,BEF,,603000,13/07/2023,19/06/1997,08600,Berga,08022,Berguedà,Sant Joan s/n,42.10197284,1.844747485,
14297,Casal Cívic i Comunitari Sallent - Verge de Fussimanya,,,,19774,Departament de Drets Socials,17947,BEF,,1128000,12/07/2023,04/01/2005,08650,Sallent,08191,Bages,Serraima s/n,41.826315029,1.897169787,
6103,Casal Cívic i Comunitari Sant Adrià de Besòs - La Mina,,,,19774,Departament de Drets Socials,17947,BEF,,2180000,12/07/2023,19/06/1997,08930,Sant Adrià de Besòs,08194,Barcelonès,Ponent 37,41.420383699,2.22077642,
6107,Casal Cívic i Comunitari Terrassa - Pla de Bonaire,,,,19774,Departament de Drets Socials,17947,BEF,,2375000,12/07/2023,19/06/1997,08225,Terrassa,08279,Vallès Occidental,Sabadell s/n cant. ctra. de Matadepera,41.582297164,2.017286781,
7683,Casal Cívic i Comunitari Barcelona - Trinitat Vella,,,,19774,Departament de Drets Socials,17947,BEF,,563500,05/07/2023,19/06/1997,08033,Barcelona,08019,Barcelonès,Madriguera 38-42 bxs,41.449722813,2.191241694,
6123,Casal Cívic i Comunitari Barcelona - La Barceloneta,,,,19774,Departament de Drets Socials,17947,BEF,,521000,12/07/2023,19/06/1997,08003,Barcelona,08019,Barcelonès,Baluard 28,41.380556059,2.188694764,
6101,Casal Cívic i Comunitari Reus - Sant Josep Obrer,,,,19774,Departament de Drets Socials,17947,BEF,,1056109,05/07/2023,19/06/1997,43204,Reus,43123,Baix Camp,Mas Pellicer Bloc 55,41.147605552,1.121806747,
6173,Casal Cívic i Comunitari Badalona - Sant Crist,,,,19774,Departament de Drets Socials,17947,BEF,,482000,17/07/2023,19/06/1997,08917,Badalona,08015,Barcelonès,Coll i Pujol s/n,41.451338163,2.239225029,
6196,Casal Cívic i Comunitari Tortosa,,,,19774,Departament de Drets Socials,17947,BEF,,2719625,17/07/2023,19/06/1997,43500,Tortosa,43155,Baix Ebre,Alfara de Carles 27-33,40.814664496,0.516772584,
6181,Casal Cívic i Comunitari Sabadell - Torre Romeu,,,,19774,Departament de Drets Socials,17947,BEF,,1078000,14/07/2023,19/06/1997,08202,Sabadell,08187,Vallès Occidental,Anoia 18,41.550919651,2.125297394,
15254,Casal Cívic i Comunitari Manlleu,,,,19774,Departament de Drets Socials,17947,BEF,,949500,14/07/2023,13/03/2006,08560,Manlleu,08112,Osona,Puigmal 137-139,42.007981086,2.284715808,
6161,Casal Cívic i Comunitari Balsareny,,,,19774,Departament de Drets Socials,17947,BEF,,516000,12/07/2023,19/06/1997,08660,Balsareny,08018,Bages,Rector Roc García 1,41.863049564,1.877157314,
6140,Casal Cívic i Comunitari Sabadell - Centre,,,,19774,Departament de Drets Socials,17947,BEF,,1066554,14/07/2023,19/06/1997,08202,Sabadell,08187,Vallès Occidental,Sant Josep 22,41.547964124,2.110814294,
6189,Casal Cívic i Comunitari Tàrrega,,,,19774,Departament de Drets Socials,17947,BEF,,2299250,12/07/2023,19/06/1997,25300,Tàrrega,25217,Urgell,Salvador Espriu 9,41.642692098,1.139341489,
6145,Casal Cívic i Comunitari Terrassa - Can Boada,,,,19774,Departament de Drets Socials,17947,BEF,,2307500,17/07/2023,19/06/1997,08225,Terrassa,08279,Vallès Occidental,Príncep de Viana s/n,41.569111426,1.998937887,
6133,Casal Cívic i Comunitari Barcelona - Verdum Artesania,,,,19774,Departament de Drets Socials,17947,BEF,,577000,13/07/2023,19/06/1997,08042,Barcelona,08019,Barcelonès,Artesania 96-98,41.442397269,2.172534735,
6127,Casal Cívic i Comunitari Barcelona - Bac de Roda,,,,19774,Departament de Drets Socials,17947,BEF,,518000,17/07/2023,19/06/1997,08020,Barcelona,08019,Barcelonès,Bac de Roda 190,41.414258546,2.195352076,
6179,Casal Cívic i Comunitari Cornellà de Llobregat - Riera,,,,19774,Departament de Drets Socials,17947,BEF,,685000,13/07/2023,19/06/1997,08940,Cornellà de Llobregat,08073,Baix Llobregat,Francesc Layret 65 bxs,41.350139279,2.074499931,
15251,Casal Cívic i Comunitari Santa Perpètua de Mogoda,,,,19774,Departament de Drets Socials,17947,BEF,,2294250,12/07/2023,13/03/2006,08130,Santa Perpètua de Mogoda,08260,Vallès Occidental,Ramon d'Abadal s/n,41.531801,2.182705,
6212,Casal Cívic i Comunitari Blanes - Benet Ribas,,,,19774,Departament de Drets Socials,17947,BEF,,604000,13/07/2023,19/06/1997,17300,Blanes,17023,Selva,Espanya 3,41.674554987,2.792641245,
6108,Casal Cívic i Comunitari Terrassa - Sant Llorenç,,,,19774,Departament de Drets Socials,17947,BEF,,2387500,17/07/2023,19/06/1997,08227,Terrassa,08279,Vallès Occidental,camí de la Font de les Canyes 15,41.579687228,2.030925068,
13477,Casal Cívic i Comunitari Barcelona - Prosperitat,,,,19774,Departament de Drets Socials,17947,BEF,,554500,13/07/2023,07/04/2003,08016,Barcelona,08019,Barcelonès,Pablo Iglesias 8,41.442352671,2.180841215,
15249,Casal Cívic i Comunitari Manresa - Mión Puigberenguer,,,,19774,Departament de Drets Socials,17947,BEF,,956750,05/07/2023,13/03/2006,08242,Manresa,08113,Bages,Democràcia 1,41.738178346,1.822083476,
6128,Casal Cívic i Comunitari Barcelona - Sant Martí,,,,19774,Departament de Drets Socials,17947,BEF,,561500,05/07/2023,19/06/1997,08026,Barcelona,08019,Barcelonès,Xifré 41-47,41.409530245,2.182546316,
6144,Casal Cívic i Comunitari Terrassa - Can Roca,,,,19774,Departament de Drets Socials,17947,BEF,,2358500,17/07/2023,19/06/1997,08225,Terrassa,08279,Vallès Occidental,Alcoi 81,41.579075799,2.012362533,
6183,Casal Cívic i Comunitari Girona - Montilivi,,,,19774,Departament de Drets Socials,17947,BEF,,843000,13/07/2023,19/06/1997,17003,Girona,17079,Gironès,Josep Ametller i Viñas 56,41.972820184,2.824025055,
6188,Casal Cívic i Comunitari Lleida,,,,19774,Departament de Drets Socials,17947,BEF,,935000,05/07/2023,19/06/1997,25003,Lleida,25120,Segrià,Mercè 1,41.613610635,0.611352049,
6126,Casal Cívic i Comunitari Barcelona - La Pau,,,,19774,Departament de Drets Socials,17947,BEF,,546000,13/07/2023,19/06/1997,08020,Barcelona,08019,Barcelonès,Pau 2,41.42313174,2.208563005,
10534,Casal Cívic i Comunitari Barcelona - Verdum,,,,19774,Departament de Drets Socials,17947,BEF,,576000,05/07/2023,28/09/1999,08042,Barcelona,08019,Barcelonès,Luz Casanova 8-10,41.444201601,2.175505031,
15247,Casal Cívic i Comunitari Ripoll - La Devesa del Pla,,,,19774,Departament de Drets Socials,17947,BEF,,1058109,05/07/2023,13/03/2006,17500,Ripoll,17147,Ripollès,Concepció Ducloux s/n,42.192834017,2.194927436,
6099,Casal Cívic i Comunitari Mollet,,,,19774,Departament de Drets Socials,17947,BEF,,1038218,14/07/2023,19/06/1997,08100,Mollet del Vallès,08124,Vallès Oriental,Balmes 2,41.537383693,2.214409343,
6192,Casal Cívic i Comunitari Balaguer - Eixample,,,,19774,Departament de Drets Socials,17947,BEF,,514000,12/07/2023,19/06/1997,25600,Balaguer,25040,Noguera,Urgell 5,41.793474504,0.809815135,
6143,Casal Cívic i Comunitari Terrassa - Centre,,,,19774,Departament de Drets Socials,17947,BEF,,2359500,17/07/2023,19/06/1997,08222,Terrassa,08279,Vallès Occidental,Wagner 2,41.561264081,2.019812222,
6172,Casal Cívic i Comunitari Badalona - Pomar 2,,,,19774,Departament de Drets Socials,17947,BEF,,456000,17/07/2023,19/06/1997,08915,Badalona,08015,Barcelonès,Terrassa s/n,41.466852917,2.248885959,
11753,Casal Cívic i Comunitari Balaguer - El Miracle,,,,19774,Departament de Drets Socials,17947,BEF,,513000,26/07/2023,26/01/2001,25600,Balaguer,25040,Noguera,Miracle 23,41.788327137,0.805585746,
6155,Casal Cívic i Comunitari Granollers - Centre,,,,19774,Departament de Drets Socials,17947,BEF,,869000,13/07/2023,19/06/1997,08400,Granollers,08096,Vallès Oriental,Nou 22,41.60718094,2.288164498,
6149,Casal Cívic i Comunitari Manresa - El Castell,,,,19774,Departament de Drets Socials,17947,BEF,,950500,14/07/2023,19/06/1997,08240,Manresa,08113,Bages,Circumval·lació 60,41.730263154,1.826692284,
6157,Casal Cívic i Comunitari Vic - La Rambla,,,,19774,Departament de Drets Socials,17947,BEF,,2723625,17/07/2023,19/06/1997,08500,Vic,08298,Osona,Hospital 15,41.928958258,2.252530641,
6184,Casal Cívic i Comunitari Ripoll - Centre,,,,19774,Departament de Drets Socials,17947,BEF,,1057109,12/07/2023,19/06/1997,17500,Ripoll,17147,Ripollès,Doctor Raguer 20,42.202647842,2.192072565,
6139,Casal Cívic i Comunitari Rubí,,,,19774,Departament de Drets Socials,17947,BEF,,1059109,17/07/2023,19/06/1997,08191,Rubí,08184,Vallès Occidental,Magallanes 60,41.489904988,2.035694472,
11713,Casal Cívic i Comunitari L'Hospitalet de Llobregat - Progrés,,,,19774,Departament de Drets Socials,17947,BEF,,933000,14/07/2023,11/01/2001,08903,L'Hospitalet de Llobregat,08101,Barcelonès,Dr. Martí Julià 37-39 (cantonada Pl. Guernica),41.374662881,2.121735065,
6100,Casal Cívic i Comunitari Olesa de Montserrat,,,,19774,Departament de Drets Socials,17947,BEF,,1052109,05/07/2023,19/06/1997,08640,Olesa de Montserrat,08147,Baix Llobregat,Argelines (Antiga carretera de La Puda) s/n (Barri de Sant Bernat),41.549546163,1.883658893,
15123,Casal Cívic i Comunitari El Prat de Llobregat - Lo Gaiter,,,,19774,Departament de Drets Socials,17947,BEF,,838000,13/07/2023,03/01/2006,08820,El Prat de Llobregat,08169,Baix Llobregat,Lo Gaiter del Llobregat 31-33,41.328482953,2.095852845,
19635,Casal Cívic i Comunitari La Seu d'Urgell,,,,19774,Departament de Drets Socials,17947,BEF,,911500,05/07/2023,19/08/2015,25700,La Seu d'Urgell,25203,Alt Urgell,Joan Garriga i Massó 22-26 baixos,42.359507855,1.459561889,
19483,Casal Cívic i Comunitari Solsona,,,,19774,Departament de Drets Socials,17947,BEF,,2296250,17/07/2023,19/11/2014,25280,Solsona,25207,Solsonès,Antoni Gaudí 2 A,41.995408883,1.513101596,
12967,Casal Cívic i Comunitari Sabadell - Gràcia,,,,19774,Departament de Drets Socials,17947,BEF,,1071777,14/07/2023,05/07/2002,08205,Sabadell,08187,Vallès Occidental,Reina Elionor 110,41.538267248,2.103301626,
6162,Casal Cívic i Comunitari Igualada - Casal del Passeig,,,,19774,Departament de Drets Socials,17947,BEF,,907500,05/07/2023,19/06/1997,08700,Igualada,08102,Anoia,Mossèn Jacint Verdaguer 67,41.580888464,1.621780861,
15252,Casal Cívic i Comunitari Sant Vicenç dels Horts,,,,19774,Departament de Drets Socials,17947,BEF,,2292250,12/07/2023,13/03/2006,08620,Sant Vicenç dels Horts,08263,Baix Llobregat,Albacete 12-18,41.400765049,2.002002231,
6146,Casal Cívic i Comunitari Terrassa - Les Arenes,,,,19774,Departament de Drets Socials,17947,BEF,,2361500,12/07/2023,19/06/1997,08227,Terrassa,08279,Vallès Occidental,Farell 2,41.572858318,2.033908078,
17627,Casal Cívic i Comunitari Sort,,,,19774,Departament de Drets Socials,17947,BEF,,2297250,17/07/2023,15/04/2010,25560,Sort,25209,Pallars Sobirà,Doctor Carles Pol i Aleu 8,42.412919621,1.131340283,
6129,Casal Cívic i Comunitari Barcelona - Sants,,,,19774,Departament de Drets Socials,17947,BEF,,562500,13/07/2023,19/06/1997,08028,Barcelona,08019,Barcelonès,Violant d'Hongria  135 bxs,41.380019115,2.133482163,
17432,Casal Cívic i Comunitari Llinars del Vallès,,,,19774,Departament de Drets Socials,17947,BEF,,937000,05/07/2023,05/01/2010,08450,Llinars del Vallès,08106,Vallès Oriental,Ramón y Cajal (cantonada Av. de Granollers),41.637165743,2.393126802,
15250,Casal Cívic i Comunitari Vic - Mn. Josep Guiteras,,,,19774,Departament de Drets Socials,17947,BEF,,2724625,12/07/2023,13/03/2006,08500,Vic,08298,Osona,Soledat (cantonada c. de Pere II el Gran),41.926151856,2.255022695,
6091,Casal Cívic i Comunitari Canovelles - Veïnat Pau Casals,,,,19774,Departament de Drets Socials,17947,BEF,,630000,05/07/2023,19/06/1997,08420,Canovelles,08041,Vallès Oriental,Pau Casals s/n,41.616265675,2.278751746,
6185,Casal Cívic i Comunitari Figueres - L'Empordà,,,,19774,Departament de Drets Socials,17947,BEF,,842000,13/07/2023,19/06/1997,17600,Figueres,17066,Alt Empordà,Joan Subias i Galter s/n,42.265043507,2.956862159,
6178,Casal Cívic i Comunitari Cornellà de Llobregat - Sant Ildefons,,,,19774,Departament de Drets Socials,17947,BEF,,736000,05/07/2023,19/06/1997,08940,Cornellà de Llobregat,08073,Baix Llobregat,Osona s/n,41.365187251,2.079635503,
19333,Casal Cívic i Comunitari Alcanar,,,,19774,Departament de Drets Socials,17947,BEF,,401000,05/07/2023,08/05/2014,43530,Alcanar,43004,Montsià,Lluís Companys s/n,40.540582902,0.479132062,
6089,Casal Cívic i Comunitari Badalona - Llefià,,,,19774,Departament de Drets Socials,17947,BEF,,404000,12/07/2023,19/06/1997,08913,Badalona,08015,Barcelonès,La Pau 23 (cantonada Mare de Deu de Lorda),41.439951802,2.217616775,
6175,Casal Cívic i Comunitari Santa Coloma de Gramenet - Albert Francàs,,,,19774,Departament de Drets Socials,17947,BEF,,2293250,17/07/2023,19/06/1997,08922,Santa Coloma de Gramenet,08245,Barcelonès,Sant Sebastià 46,41.450623916,2.211983979,
20071,Casal Cívic i Comunitari Manresa - Font dels Capellans,,,,19774,Departament de Drets Socials,17947,BEF,,953625,14/07/2023,26/01/2017,08243,Manresa,08113,Bages,Granollers s/n,41.729564299,1.839410432,
6087,Casal Cívic i Comunitari Badalona - Pomar,,,,19774,Departament de Drets Socials,17947,BEF,,455000,12/07/2023,19/06/1997,08915,Badalona,08015,Barcelonès,Sabadell s/n,41.465009252,2.250622493,
6158,Casal Cívic i Comunitari Torelló,,,,19774,Departament de Drets Socials,17947,BEF,,2718625,12/07/2023,19/06/1997,08570,Torelló,08285,Osona,Rocaprevera 31,42.044768461,2.26182279,
11880,Casal Cívic i Comunitari Ponts,,,,19774,Departament de Drets Socials,17947,BEF,,1054109,05/07/2023,27/02/2001,25740,Ponts,25172,Noguera,Planell 7,41.915526696,1.18610421,
6142,Casal cívic i Comunitari Terrassa - Ca n'Anglada,,,,19774,Departament de Drets Socials,17947,BEF,,2389500,17/07/2023,19/06/1997,08222,Terrassa,08279,Vallès Occidental,Sant Tomàs 2,41.564701334,2.027258636,
6104,Casal Cívic i Comunitari Sant Adrià de Besòs - Besòs,,,,19774,Departament de Drets Socials,17947,BEF,,2178000,17/07/2023,19/06/1997,08930,Sant Adrià de Besòs,08194,Barcelonès,Jaume Huguet 2,41.41968263,2.215327621,
6193,Casal Cívic i Comunitari Tremp,,,,19774,Departament de Drets Socials,17947,BEF,,2720625,17/07/2023,19/06/1997,25620,Tremp,25234,Pallars Jussà,Pinell s/n,42.16234572,0.896046906,
6131,Casal Cívic i Comunitari Barcelona - Sant Andreu,,,,19774,Departament de Drets Socials,17947,BEF,,560500,05/07/2023,19/06/1997,08030,Barcelona,08019,Barcelonès,Gran de Sant Andreu 22,41.428334845,2.190705783,
6088,Casal Cívic i Comunitari Badalona - Sant Roc,,,,19774,Departament de Drets Socials,17947,BEF,,494500,05/07/2023,19/06/1997,08918,Badalona,08015,Barcelonès,Maresme 182-190,41.435177071,2.225230637,
7668,Casal Cívic i Comunitari Sabadell - Rogelio Soto,,,,19774,Departament de Drets Socials,17947,BEF,,1076000,12/07/2023,19/06/1997,08204,Sabadell,08187,Vallès Occidental,Campoamor 93-95,41.526457576,2.110237806,
7688,Casal Cívic i Comunitari Sabadell - Roureda,,,,19774,Departament de Drets Socials,17947,BEF,,1077000,17/07/2023,19/06/1997,08207,Sabadell,08187,Vallès Occidental,Costabona s/n,41.570056805,2.082217183,
6137,Casal Cívic i Comunitari Montcada i Reixac,,,,19774,Departament de Drets Socials,17947,BEF,,1039218,14/07/2023,19/06/1997,08110,Montcada i Reixac,08125,Vallès Occidental,Països Catalans s/n,41.488423013,2.187021878,
10520,Casal Cívic i Comunitari Terrassa - La Maurina,,,,19774,Departament de Drets Socials,17947,BEF,,2360500,17/07/2023,14/09/1999,08224,Terrassa,08279,Vallès Occidental,Núria 175 (cantonada Franc Comtat),41.564288731,1.995059876,
15253,Casal Cívic i Comunitari Blanes - Can Borell,,,,19774,Departament de Drets Socials,17947,BEF,,605000,05/07/2023,13/03/2006,17300,Blanes,17023,Selva,Mas Borell 1-3,41.672342106,2.780888029,
12335,Casal Cívic i Comunitari Molins de Rei - Riera Bonet,,,,19774,Departament de Drets Socials,17947,BEF,,1012437,14/07/2023,17/09/2001,08750,Molins de Rei,08123,Baix Llobregat,Ca la Còrdia 5,41.404156024,2.028785867,
6105,Casal Cívic i Comunitari Sant Boi de Llobregat - Camps Blancs,,,,19774,Departament de Drets Socials,17947,BEF,,2282000,12/07/2023,19/06/1997,08830,Sant Boi de Llobregat,08200,Baix Llobregat,Euskadi s/n,41.336226383,2.033924945,
16578,Casal Cívic i Comunitari Terrassa - Ca n'Aurell,,,,19774,Departament de Drets Socials,17947,BEF,,2306500,17/07/2023,21/04/2008,08224,Terrassa,08279,Vallès Occidental,Nicolau Talló 191,41.562425697,2.004460298,
6154,Casal Cívic i Comunitari Granollers - Font Verda,,,,19774,Departament de Drets Socials,17947,BEF,,870000,13/07/2023,19/06/1997,08402,Granollers,08096,Vallès Oriental,Muntanya 23,41.60734152,2.294311596,
6166,Casal Cívic i Comunitari L'Hospitalet - Centre,,,,19774,Departament de Drets Socials,17947,BEF,,916500,17/07/2023,19/06/1997,08901,L'Hospitalet de Llobregat,08101,Barcelonès,Josep Prats 62-64,41.357959695,2.096405462,
6134,Casal Cívic i Comunitari Barcelona - Horta,,,,19774,Departament de Drets Socials,17947,BEF,,520000,17/07/2023,19/06/1997,08032,Barcelona,08019,Barcelonès,Tolrà 13 21 bxs,41.426565526,2.156310217,
6150,Casal Cívic i Comunitari Sant Joan de Vilatorrada,,,,19774,Departament de Drets Socials,17947,BEF,,2285000,17/07/2023,19/06/1997,08250,Sant Joan de Vilatorrada,08218,Bages,Gallifa 8,41.743612891,1.806765966,
6180,Casal Cívic i Comunitari Esplugues de Llobregat - Can Vidalet,,,,19774,Departament de Drets Socials,17947,BEF,,840000,05/07/2023,19/06/1997,08950,Esplugues de Llobregat,08077,Baix Llobregat,Blas Infante s/n,41.37245,2.097046,
6106,Casal Cívic i Comunitari Tarragona - Campclar,,,,19774,Departament de Drets Socials,17947,BEF,,2298250,12/07/2023,19/06/1997,43006,Tarragona,43148,Tarragonès,Riu Llobregat s/n,41.116421215,1.204631418,
6152,Casal Cívic i Comunitari Mataró - Jaume Terrades,,,,19774,Departament de Drets Socials,17947,BEF,,960875,14/07/2023,19/06/1997,08302,Mataró,08121,Maresme,Argentona 59-61,41.540738257,2.441178755,
11234,Casal Cívic i Comunitari Sabadell - Arraona Els Merinals,,,,19774,Departament de Drets Socials,17947,BEF,,1065554,14/07/2023,28/08/2000,08205,Sabadell,08187,Vallès Occidental,Pla de l'Amor 2,41.542310658,2.090565785,
6171,Casal Cívic i Comunitari Badalona - Turó d'en Carig,,,,19774,Departament de Drets Socials,17947,BEF,,495500,12/07/2023,19/06/1997,08914,Badalona,08015,Barcelonès,Solsona 22-24,41.447836827,2.224264965,
8662,Casal Cívic i Comunitari Igualada - Montserrat,,,,19774,Departament de Drets Socials,17947,BEF,,908500,05/07/2023,30/10/1997,08700,Igualada,08102,Anoia,Orquídies 7,41.580533244,1.632441904,
10690,Casal Cívic i Comunitari Les Franqueses del Vallès,,,,19774,Departament de Drets Socials,17947,BEF,,913500,13/07/2023,01/02/2000,08520,Les Franqueses del Vallès,08086,Vallès Oriental,Santa Eulàlia 7 cantonada Sant Ponç,41.62761761,2.295675173,
6191,Casal Cívic i Comunitari La Pobla de Segur,,,,19774,Departament de Drets Socials,17947,BEF,,910500,05/07/2023,19/06/1997,25500,La Pobla de Segur,25171,Pallars Jussà,Sant Miquel del Pui 64,42.250517977,0.966359499,
6141,Casal Cívic i Comunitari Sabadell - Creu Alta,,,,19774,Departament de Drets Socials,17947,BEF,,1069777,12/07/2023,19/06/1997,08208,Sabadell,08187,Vallès Occidental,Castellar del Vallès 224,41.560771414,2.100230091,
13375,Casal Cívic i Comunitari Badia del Vallès,,,,19774,Departament de Drets Socials,17947,BEF,,512000,12/07/2023,13/12/2002,08214,Badia del Vallès,08904,Vallès Occidental,Entitats s/n,41.510105816,2.113336622,
15245,Casal Cívic i Comunitari Barcelona - Magòria,,,,19774,Departament de Drets Socials,17947,BEF,,558500,05/07/2023,13/03/2006,08014,Barcelona,08019,Barcelonès,Corts Catalanes 247,41.370155833,2.142276117,
6095,Casal Cívic i Comunitari Figueres - Bon Pastor,,,,19774,Departament de Drets Socials,17947,BEF,,841000,13/07/2023,19/06/1997,17600,Figueres,17066,Alt Empordà,Doctor Barraquer 1,42.264703187,2.950253402,
6096,Casal Cívic i Comunitari L'Hospitalet de Llobregat - Gornal,,,,19774,Departament de Drets Socials,17947,BEF,,932000,13/07/2023,19/06/1997,08902,L'Hospitalet de Llobregat,08101,Barcelonès,Carmen Amaya s/n,41.355468249,2.117276917,
6195,Casal Cívic i Comunitari Reus - La Rambla,,,,19774,Departament de Drets Socials,17947,BEF,,1055109,14/07/2023,19/06/1997,43204,Reus,43123,Baix Camp,Riera d'Aragó 11,41.154254042,1.112409966,
7685,Casal Cívic i Comunitari Sant Adrià de Besòs - Centre,,,,19774,Departament de Drets Socials,17947,BEF,,2181000,12/07/2023,19/06/1997,08930,Sant Adrià de Besòs,08194,Barcelonès,Major 8-10,41.433529669,2.21556138,
6199,Casal Cívic i Comunitari l'Hospitalet de Llobregat - Bellvitge,,,,19774,Departament de Drets Socials,17947,BEF,,917500,05/07/2023,19/06/1997,08907,L'Hospitalet de Llobregat,08101,Barcelonès,Amèrica 61 67,41.351373203,2.11287271,
6092,Casal Cívic i Comunitari Cornellà de Llobregat - Fontsanta,,,,19774,Departament de Drets Socials,17947,BEF,,684000,05/07/2023,19/06/1997,08940,Cornellà de Llobregat,08073,Baix Llobregat,Gandesa s/n,41.359919348,2.059714235,
20070,Casal Cívic i Comunitari Terrassa - Can Jofresa,,,,19774,Departament de Drets Socials,17947,BEF,,2333500,12/07/2023,26/01/2017,08223,Terrassa,08279,Vallès Occidental,Igualada s/n,41.549570144,2.01693202,
16768,Casal Cívic i Comunitari Terrassa - Sant Pere Nord,,,,19774,Departament de Drets Socials,17947,BEF,,2388500,12/07/2023,18/08/2008,08226,Terrassa,08279,Vallès Occidental,Francesc Macià 257,41.577301492,2.02709577,
6160,Casal Cívic i Comunitari Sallent - Centre,,,,19774,Departament de Drets Socials,17947,BEF,,1103000,14/07/2023,19/06/1997,08650,Sallent,08191,Bages,Santa Cristina 2,41.824607817,1.894457458,
10519,Casal Cívic i Comunitari Badalona - Nova Lloreda,,,,19774,Departament de Drets Socials,17947,BEF,,403000,17/07/2023,14/09/1999,08917,Badalona,08015,Barcelonès,Catalunya s/n,41.450985196,2.231213942,
6186,Casal Cívic i Comunitari Olot,,,,19774,Departament de Drets Socials,17947,BEF,,1053109,14/07/2023,19/06/1997,17800,Olot,17114,Garrotxa,Bisbe Lorenzana 2,42.180846825,2.489219824,
6094,Casal Cívic i Comunitari El Vendrell,,,,19774,Departament de Drets Socials,17947,BEF,,839000,05/07/2023,19/06/1997,43700,El Vendrell,43163,Baix Penedès,U d'Octubre 12-14 (anteriorment carrer del General Prim),41.223346886,1.534356476,
6163,Casal Cívic i Comunitari Vilafranca del Penedès,,,,19774,Departament de Drets Socials,17947,BEF,,2725625,12/07/2023,19/06/1997,08720,Vilafranca del Penedès,08305,Alt Penedès,Peguera 1,41.348541714,1.697201881,
6098,Casal Cívic i Comunitari Manresa - Pare Ignasi Puig,,,,19774,Departament de Drets Socials,17947,BEF,,959875,05/07/2023,19/06/1997,08241,Manresa,08113,Bages,Grup d'habitatges el Xup s/n,41.712937,1.806441,
6156,Casal Cívic i Comunitari Canovelles - Can Palots,,,,19774,Departament de Drets Socials,17947,BEF,,631000,17/07/2023,19/06/1997,08420,Canovelles,08041,Vallès Oriental,Sant Jordi (cantonada Pg. de Lluís companys),41.618054345,2.279137114,
19636,Casal Cívic i Comunitari Cervera,,,,19774,Departament de Drets Socials,17947,BEF,,683000,05/07/2023,19/08/2015,25200,Cervera,25072,Segarra,Manuel Ibarra s/n (cant. Pere Claret),41.671092159,1.274685837,
10901,Casal Cívic i Comunitari Badalona - Salut Alta,,,,19774,Departament de Drets Socials,17947,BEF,,481000,12/07/2023,12/04/2000,08914,Badalona,08015,Barcelonès,Pau Piferrer 109,41.446958146,2.221979939,
20381,Casal Cívic i Comunitari El Pont de Suert,,,,19774,Departament de Drets Socials,17947,BEF,,737000,05/07/2023,20/04/2018,25520,El Pont de Suert,25173,Alta Ribagorça,Doctor Saura 11-13,42.409737729,0.741342054,
6190,Casal Cívic i Comunitari Les Borges Blanques,,,,19774,Departament de Drets Socials,17947,BEF,,912500,13/07/2023,19/06/1997,25400,Les Borges Blanques,25058,Garrigues,Màrius Torres 3,41.518341372,0.870834525,
6093,Casal Cívic i Comunitari El Prat de Llobregat - Delta,,,,19774,Departament de Drets Socials,17947,BEF,,837000,05/07/2023,19/06/1997,08820,El Prat de Llobregat,08169,Baix Llobregat,Riu Llobregat 94,41.316587891,2.088084099,
